"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-25
"20 - 24",2,1,9,0,12,2020-08-25
"25 - 29",0,0,18,2,20,2020-08-25
"30 - 34",1,1,33,3,38,2020-08-25
"35 - 39",4,1,36,6,47,2020-08-25
"40 - 44",1,2,55,5,63,2020-08-25
"45 - 49",5,3,141,18,167,2020-08-25
"50 - 54",8,6,223,22,259,2020-08-25
"55 - 59",8,7,297,74,386,2020-08-25
"60 - 64",18,9,336,104,467,2020-08-25
"65 - 69",12,12,316,189,529,2020-08-25
"70 - 74",14,6,317,232,569,2020-08-25
"75 - 79",12,1,146,165,324,2020-08-25
"80 - 84",4,3,20,49,76,2020-08-25
"85 - 89",1,0,4,10,15,2020-08-25
">90",0,0,0,0,0,2020-08-25
