"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,19,3,22,2021-05-17
"20 - 24",2,0,39,0,41,2021-05-17
"25 - 29",4,3,80,5,92,2021-05-17
"30 - 34",11,6,145,5,167,2021-05-17
"35 - 39",18,10,162,13,203,2021-05-17
"40 - 44",24,16,251,23,314,2021-05-17
"45 - 49",40,30,489,54,613,2021-05-17
"50 - 54",44,65,847,129,1085,2021-05-17
"55 - 59",88,99,1154,222,1563,2021-05-17
"60 - 64",82,103,1294,424,1903,2021-05-17
"65 - 69",86,145,1284,651,2166,2021-05-17
"70 - 74",89,150,1144,919,2302,2021-05-17
"75 - 79",35,46,593,650,1324,2021-05-17
"80 - 84",7,3,131,222,363,2021-05-17
"85 - 89",2,0,16,35,53,2021-05-17
">90",0,0,4,2,6,2021-05-17
