"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,20,3,24,2021-07-07
"20 - 24",2,0,46,0,48,2021-07-07
"25 - 29",0,1,94,6,101,2021-07-07
"30 - 34",1,2,165,6,174,2021-07-07
"35 - 39",1,2,194,14,211,2021-07-07
"40 - 44",1,5,299,26,331,2021-07-07
"45 - 49",7,6,576,65,654,2021-07-07
"50 - 54",13,12,990,141,1156,2021-07-07
"55 - 59",14,17,1366,248,1645,2021-07-07
"60 - 64",9,17,1476,450,1952,2021-07-07
"65 - 69",11,20,1478,715,2224,2021-07-07
"70 - 74",17,14,1311,991,2333,2021-07-07
"75 - 79",9,5,649,683,1346,2021-07-07
"80 - 84",0,1,139,228,368,2021-07-07
"85 - 89",0,0,17,37,54,2021-07-07
">90",0,0,4,2,6,2021-07-07
