"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,10,1,12,2020-11-29
"20 - 24",3,0,19,0,22,2020-11-29
"25 - 29",2,1,28,2,33,2020-11-29
"30 - 34",2,5,59,2,68,2020-11-29
"35 - 39",6,3,56,9,74,2020-11-29
"40 - 44",8,5,93,10,116,2020-11-29
"45 - 49",8,10,228,27,273,2020-11-29
"50 - 54",24,39,338,44,445,2020-11-29
"55 - 59",45,76,439,100,660,2020-11-29
"60 - 64",62,90,514,170,836,2020-11-29
"65 - 69",50,95,481,290,916,2020-11-29
"70 - 74",49,124,479,384,1036,2020-11-29
"75 - 79",33,57,241,319,650,2020-11-29
"80 - 84",17,9,55,118,199,2020-11-29
"85 - 89",2,3,6,19,30,2020-11-29
">90",0,0,1,3,4,2020-11-29
