"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,8,1,10,2020-10-16
"20 - 24",2,1,11,0,14,2020-10-16
"25 - 29",1,1,22,2,26,2020-10-16
"30 - 34",3,4,40,2,49,2020-10-16
"35 - 39",5,4,41,7,57,2020-10-16
"40 - 44",5,8,67,7,87,2020-10-16
"45 - 49",7,18,168,19,212,2020-10-16
"50 - 54",9,28,253,29,319,2020-10-16
"55 - 59",20,29,329,80,458,2020-10-16
"60 - 64",18,56,373,115,562,2020-10-16
"65 - 69",22,65,348,202,637,2020-10-16
"70 - 74",16,81,349,251,697,2020-10-16
"75 - 79",12,56,176,190,434,2020-10-16
"80 - 84",8,17,30,58,113,2020-10-16
"85 - 89",0,0,5,17,22,2020-10-16
">90",0,0,0,0,0,2020-10-16
