"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-13
"20 - 24",2,3,7,0,12,2020-06-13
"25 - 29",4,0,11,2,17,2020-06-13
"30 - 34",9,0,23,3,35,2020-06-13
"35 - 39",4,1,30,6,41,2020-06-13
"40 - 44",4,4,46,3,57,2020-06-13
"45 - 49",20,1,120,20,161,2020-06-13
"50 - 54",39,11,181,23,254,2020-06-13
"55 - 59",47,12,238,75,372,2020-06-13
"60 - 64",65,13,272,98,448,2020-06-13
"65 - 69",45,22,262,177,506,2020-06-13
"70 - 74",59,26,247,221,553,2020-06-13
"75 - 79",34,12,111,161,318,2020-06-13
"80 - 84",3,2,16,42,63,2020-06-13
"85 - 89",1,0,4,9,14,2020-06-13
">90",0,0,0,0,0,2020-06-13
