"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,10,1,12,2020-06-29
"20 - 24",3,1,7,0,11,2020-06-29
"25 - 29",2,1,13,2,18,2020-06-29
"30 - 34",1,0,31,3,35,2020-06-29
"35 - 39",1,1,34,6,42,2020-06-29
"40 - 44",0,4,50,5,59,2020-06-29
"45 - 49",7,1,132,20,160,2020-06-29
"50 - 54",19,4,209,24,256,2020-06-29
"55 - 59",20,7,271,76,374,2020-06-29
"60 - 64",25,5,319,100,449,2020-06-29
"65 - 69",21,9,296,183,509,2020-06-29
"70 - 74",27,10,290,228,555,2020-06-29
"75 - 79",17,9,132,164,322,2020-06-29
"80 - 84",2,0,18,43,63,2020-06-29
"85 - 89",1,0,4,9,14,2020-06-29
">90",0,0,0,0,0,2020-06-29
