"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,20,3,24,2021-07-15
"20 - 24",3,1,46,0,50,2021-07-15
"25 - 29",2,0,94,6,102,2021-07-15
"30 - 34",0,2,167,6,175,2021-07-15
"35 - 39",0,2,196,14,212,2021-07-15
"40 - 44",3,4,299,27,333,2021-07-15
"45 - 49",6,7,579,65,657,2021-07-15
"50 - 54",13,12,994,141,1160,2021-07-15
"55 - 59",15,9,1372,250,1646,2021-07-15
"60 - 64",9,11,1480,452,1952,2021-07-15
"65 - 69",14,13,1480,717,2224,2021-07-15
"70 - 74",11,14,1317,992,2334,2021-07-15
"75 - 79",7,1,654,684,1346,2021-07-15
"80 - 84",0,1,139,228,368,2021-07-15
"85 - 89",0,0,17,37,54,2021-07-15
">90",0,0,4,2,6,2021-07-15
