"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,3,1,1,9,2020-05-03
"20 - 24",4,2,3,0,9,2020-05-03
"25 - 29",6,3,6,2,17,2020-05-03
"30 - 34",8,7,14,1,30,2020-05-03
"35 - 39",10,7,15,3,35,2020-05-03
"40 - 44",22,9,23,3,57,2020-05-03
"45 - 49",36,30,64,16,146,2020-05-03
"50 - 54",69,60,82,18,229,2020-05-03
"55 - 59",93,88,104,63,348,2020-05-03
"60 - 64",135,119,100,82,436,2020-05-03
"65 - 69",96,123,116,149,484,2020-05-03
"70 - 74",93,138,109,191,531,2020-05-03
"75 - 79",61,53,51,145,310,2020-05-03
"80 - 84",12,6,5,38,61,2020-05-03
"85 - 89",2,0,1,7,10,2020-05-03
">90",1,0,1,0,2,2020-05-03
