"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-30
"20 - 24",2,1,41,0,44,2021-05-30
"25 - 29",5,3,86,6,100,2021-05-30
"30 - 34",3,4,158,5,170,2021-05-30
"35 - 39",12,7,174,14,207,2021-05-30
"40 - 44",14,12,272,25,323,2021-05-30
"45 - 49",24,30,527,60,641,2021-05-30
"50 - 54",40,60,899,131,1130,2021-05-30
"55 - 59",61,85,1242,225,1613,2021-05-30
"60 - 64",55,62,1377,441,1935,2021-05-30
"65 - 69",63,105,1359,677,2204,2021-05-30
"70 - 74",78,85,1206,957,2326,2021-05-30
"75 - 79",24,30,618,664,1336,2021-05-30
"80 - 84",3,1,136,226,366,2021-05-30
"85 - 89",0,0,17,36,53,2021-05-30
">90",0,0,4,2,6,2021-05-30
