"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-07-02
"20 - 24",3,1,7,0,11,2020-07-02
"25 - 29",1,1,14,2,18,2020-07-02
"30 - 34",0,0,32,3,35,2020-07-02
"35 - 39",1,1,34,6,42,2020-07-02
"40 - 44",0,3,51,5,59,2020-07-02
"45 - 49",8,0,132,20,160,2020-07-02
"50 - 54",17,4,210,24,255,2020-07-02
"55 - 59",21,8,272,76,377,2020-07-02
"60 - 64",23,4,322,100,449,2020-07-02
"65 - 69",20,7,300,183,510,2020-07-02
"70 - 74",25,8,292,228,553,2020-07-02
"75 - 79",15,7,132,165,319,2020-07-02
"80 - 84",2,0,18,43,63,2020-07-02
"85 - 89",1,0,4,9,14,2020-07-02
">90",0,0,0,0,0,2020-07-02
