"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,9,1,10,2020-06-10
"20 - 24",2,2,7,0,11,2020-06-10
"25 - 29",5,0,10,2,17,2020-06-10
"30 - 34",9,0,23,3,35,2020-06-10
"35 - 39",7,1,27,6,41,2020-06-10
"40 - 44",6,3,44,3,56,2020-06-10
"45 - 49",18,4,119,20,161,2020-06-10
"50 - 54",45,10,174,24,253,2020-06-10
"55 - 59",48,15,235,74,372,2020-06-10
"60 - 64",71,17,264,98,450,2020-06-10
"65 - 69",52,22,255,176,505,2020-06-10
"70 - 74",60,28,243,221,552,2020-06-10
"75 - 79",36,12,108,161,317,2020-06-10
"80 - 84",4,3,16,42,65,2020-06-10
"85 - 89",1,0,4,9,14,2020-06-10
">90",0,0,0,0,0,2020-06-10
