"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-07-29
"20 - 24",3,1,7,0,11,2020-07-29
"25 - 29",1,0,15,2,18,2020-07-29
"30 - 34",1,1,32,3,37,2020-07-29
"35 - 39",1,2,34,6,43,2020-07-29
"40 - 44",2,1,53,5,61,2020-07-29
"45 - 49",6,0,136,19,161,2020-07-29
"50 - 54",13,4,215,23,255,2020-07-29
"55 - 59",15,2,284,76,377,2020-07-29
"60 - 64",19,3,328,100,450,2020-07-29
"65 - 69",12,3,311,184,510,2020-07-29
"70 - 74",17,5,302,228,552,2020-07-29
"75 - 79",11,5,142,164,322,2020-07-29
"80 - 84",3,1,19,45,68,2020-07-29
"85 - 89",1,0,4,10,15,2020-07-29
">90",0,0,0,0,0,2020-07-29
