"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-17
"20 - 24",2,1,8,0,11,2020-08-17
"25 - 29",1,1,17,2,21,2020-08-17
"30 - 34",1,1,33,3,38,2020-08-17
"35 - 39",3,1,33,6,43,2020-08-17
"40 - 44",1,2,55,5,63,2020-08-17
"45 - 49",4,4,140,18,166,2020-08-17
"50 - 54",8,8,221,22,259,2020-08-17
"55 - 59",10,2,294,74,380,2020-08-17
"60 - 64",15,14,333,101,463,2020-08-17
"65 - 69",12,9,315,188,524,2020-08-17
"70 - 74",15,8,308,230,561,2020-08-17
"75 - 79",10,4,146,165,325,2020-08-17
"80 - 84",5,1,19,48,73,2020-08-17
"85 - 89",1,0,4,10,15,2020-08-17
">90",0,0,0,0,0,2020-08-17
