"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2020-12-25
"20 - 24",2,1,20,0,23,2020-12-25
"25 - 29",5,0,36,2,43,2020-12-25
"30 - 34",4,1,70,3,78,2020-12-25
"35 - 39",5,3,69,9,86,2020-12-25
"40 - 44",6,8,106,11,131,2020-12-25
"45 - 49",14,19,244,31,308,2020-12-25
"50 - 54",24,49,390,57,520,2020-12-25
"55 - 59",55,83,515,115,768,2020-12-25
"60 - 64",39,100,610,209,958,2020-12-25
"65 - 69",46,131,560,331,1068,2020-12-25
"70 - 74",64,137,562,457,1220,2020-12-25
"75 - 79",27,78,291,373,769,2020-12-25
"80 - 84",8,13,73,142,236,2020-12-25
"85 - 89",1,1,8,26,36,2020-12-25
">90",0,0,2,2,4,2020-12-25
