"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,19,3,23,2021-06-29
"20 - 24",3,1,45,0,49,2021-06-29
"25 - 29",0,0,94,6,100,2021-06-29
"30 - 34",2,1,164,6,173,2021-06-29
"35 - 39",5,3,189,14,211,2021-06-29
"40 - 44",7,5,293,26,331,2021-06-29
"45 - 49",10,9,568,64,651,2021-06-29
"50 - 54",25,14,976,140,1155,2021-06-29
"55 - 59",21,28,1348,246,1643,2021-06-29
"60 - 64",17,24,1462,449,1952,2021-06-29
"65 - 69",28,24,1456,713,2221,2021-06-29
"70 - 74",27,22,1298,985,2332,2021-06-29
"75 - 79",7,6,647,683,1343,2021-06-29
"80 - 84",0,1,139,228,368,2021-06-29
"85 - 89",0,0,17,37,54,2021-06-29
">90",0,0,4,2,6,2021-06-29
