"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-14
"20 - 24",1,1,10,0,12,2020-09-14
"25 - 29",0,0,18,2,20,2020-09-14
"30 - 34",0,1,35,2,38,2020-09-14
"35 - 39",3,1,37,6,47,2020-09-14
"40 - 44",1,5,55,5,66,2020-09-14
"45 - 49",1,4,149,18,172,2020-09-14
"50 - 54",11,7,230,23,271,2020-09-14
"55 - 59",7,4,305,75,391,2020-09-14
"60 - 64",8,5,351,108,472,2020-09-14
"65 - 69",11,10,322,191,534,2020-09-14
"70 - 74",5,12,327,235,579,2020-09-14
"75 - 79",3,12,154,168,337,2020-09-14
"80 - 84",4,0,22,50,76,2020-09-14
"85 - 89",0,1,4,11,16,2020-09-14
">90",0,0,0,0,0,2020-09-14
