"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-19
"20 - 24",1,0,10,0,11,2020-09-19
"25 - 29",1,0,18,2,21,2020-09-19
"30 - 34",0,0,36,2,38,2020-09-19
"35 - 39",2,0,40,6,48,2020-09-19
"40 - 44",2,4,57,5,68,2020-09-19
"45 - 49",2,5,150,18,175,2020-09-19
"50 - 54",9,6,235,23,273,2020-09-19
"55 - 59",6,7,308,76,397,2020-09-19
"60 - 64",5,8,358,108,479,2020-09-19
"65 - 69",8,9,330,191,538,2020-09-19
"70 - 74",4,14,331,235,584,2020-09-19
"75 - 79",7,7,159,169,342,2020-09-19
"80 - 84",2,2,26,49,79,2020-09-19
"85 - 89",0,2,4,12,18,2020-09-19
">90",0,0,0,0,0,2020-09-19
