"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,7,1,10,2020-10-01
"20 - 24",1,0,11,0,12,2020-10-01
"25 - 29",3,0,19,2,24,2020-10-01
"30 - 34",1,2,37,2,42,2020-10-01
"35 - 39",4,4,39,6,53,2020-10-01
"40 - 44",5,6,61,5,77,2020-10-01
"45 - 49",6,11,155,18,190,2020-10-01
"50 - 54",8,11,239,24,282,2020-10-01
"55 - 59",9,13,314,77,413,2020-10-01
"60 - 64",6,19,361,110,496,2020-10-01
"65 - 69",13,37,333,193,576,2020-10-01
"70 - 74",9,37,334,241,621,2020-10-01
"75 - 79",10,22,164,176,372,2020-10-01
"80 - 84",2,7,27,50,86,2020-10-01
"85 - 89",1,1,4,13,19,2020-10-01
">90",0,1,0,0,1,2020-10-01
