"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,1,188,160
2,19,6,533,235
3,15,4,420,159
4,19,6,435,136
5,16,6,404,128
6,16,4,437,96
7,15,9,449,96
8,11,0,449,121
9,11,4,446,114
10,8,9,391,97
11,5,4,346,100
12,14,8,283,121
13,10,6,281,102
14,9,2,236,103
15,4,6,220,106
16,6,9,179,110
17,5,8,164,92
18,3,8,141,96
19,4,6,115,113
20,5,5,93,100
21,4,1,99,100
22,3,9,89,79
23,10,9,78,72
24,5,9,77,63
25,3,8,84,74
26,3,5,77,58
27,3,6,74,68
28,3,7,75,47
29,5,6,69,48
30,5,5,73,46
31,0,8,68,43
32,0,4,71,33
33,2,10,66,35
34,3,8,55,27
35,2,9,60,28
36,2,5,48,28
37,2,6,50,29
38,5,11,44,24
39,3,2,48,15
40,1,5,47,8
41,6,9,44,23
42,3,3,53,15
43,1,5,60,10
44,4,5,49,20
45,4,1,32,10
46,0,3,25,10
47,2,3,42,9
48,1,3,30,5
49,2,1,34,9
50,4,0,25,6
51,4,4,29,7
52,1,2,23,7
53,0,5,23,7
54,1,2,24,7
55,1,2,17,5
56,1,2,24,3
57,0,0,24,5
58,2,0,12,1
59,1,4,13,4
60,0,2,11,2
