"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,18,148,133
2,26,46,418,191
3,25,35,299,129
4,28,35,306,124
5,26,51,266,104
6,21,45,275,75
7,20,28,295,86
8,20,26,308,102
9,27,21,292,95
10,13,31,279,65
11,14,19,230,86
12,14,21,184,86
13,9,29,208,78
14,11,19,173,81
15,7,22,178,86
16,11,16,121,84
17,9,17,117,69
18,6,16,99,76
19,9,11,86,84
20,4,12,69,83
21,1,9,68,73
22,2,10,67,60
23,4,7,61,57
24,3,8,58,47
25,6,3,57,57
26,2,6,63,44
27,5,10,58,47
28,3,4,53,32
29,5,6,51,35
30,3,8,56,35
31,2,7,55,26
32,3,5,55,22
33,6,3,51,23
34,2,5,43,19
35,0,3,50,16
36,3,3,39,19
37,2,2,33,20
38,3,3,33,18
39,5,4,38,11
40,1,6,37,6
41,0,1,34,16
42,6,3,38,8
43,1,2,50,9
44,3,1,41,15
45,1,1,23,9
46,1,2,22,7
47,3,2,35,4
48,4,2,25,5
49,1,2,27,5
50,0,0,22,4
51,2,2,25,7
52,2,0,16,5
53,2,0,17,5
54,1,1,21,5
55,0,0,14,2
56,3,2,17,2
57,1,2,16,4
58,0,0,11,1
59,1,2,10,3
60,0,1,10,1
