"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,18,139,125
2,24,35,375,178
3,20,35,256,124
4,18,43,262,116
5,19,34,224,92
6,11,14,247,70
7,10,17,261,80
8,15,33,266,93
9,24,18,248,91
10,17,11,240,62
11,10,11,202,81
12,13,16,160,76
13,12,19,184,68
14,5,14,162,76
15,9,8,164,81
16,3,12,111,79
17,5,12,109,59
18,4,13,87,67
19,5,7,79,77
20,3,9,68,81
21,4,11,59,69
22,3,12,61,56
23,4,6,57,51
24,1,2,57,44
25,3,8,53,54
26,3,4,59,40
27,6,4,53,42
28,4,5,45,30
29,3,2,48,33
30,1,7,52,33
31,4,5,52,23
32,1,1,53,17
33,4,5,43,21
34,5,2,37,17
35,1,7,44,16
36,6,4,34,18
37,3,5,33,18
38,4,5,29,17
39,1,9,37,9
40,0,4,35,4
41,2,4,29,13
42,4,0,33,5
43,2,7,44,8
44,3,2,38,13
45,2,2,19,7
46,2,0,20,5
47,2,1,29,3
48,3,4,23,5
49,2,3,25,5
50,3,2,18,3
51,0,2,24,5
52,2,5,14,3
53,3,2,14,4
54,2,0,19,5
55,2,0,11,2
56,1,2,15,2
57,1,1,13,4
58,1,1,7,1
59,0,2,9,3
60,1,1,8,0
