"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,19,178,155
1,8,30,497,222
2,27,33,378,154
3,27,31,386,132
4,32,39,359,124
5,28,34,380,94
6,33,30,390,96
7,28,32,394,117
8,29,26,387,111
9,34,46,353,88
10,25,14,299,97
11,21,23,244,116
12,15,26,245,94
13,24,22,210,95
14,16,22,204,101
15,13,23,151,106
16,13,17,141,87
17,14,19,123,88
18,7,17,107,103
19,5,9,78,95
20,10,11,80,88
21,9,13,77,73
22,4,17,74,65
23,5,8,67,57
24,6,16,75,66
25,8,10,73,52
26,3,10,68,60
27,4,11,70,42
28,4,8,60,44
29,4,4,67,43
30,4,9,59,39
31,2,6,64,25
32,4,6,64,31
33,1,6,48,25
34,1,9,55,22
35,1,9,44,24
36,2,3,43,24
37,5,5,40,22
38,5,4,46,11
39,2,5,42,7
40,4,5,35,20
41,5,7,46,13
42,8,3,56,10
43,2,1,46,18
44,2,1,28,11
45,2,4,24,10
46,0,3,39,6
47,3,6,26,5
48,4,0,30,7
49,2,3,24,6
50,0,2,27,8
51,0,2,21,5
52,2,1,20,5
53,4,1,23,5
54,2,4,16,4
55,1,1,19,2
56,3,2,19,5
57,3,0,12,1
58,0,4,12,3
59,1,1,10,2
60,0,NA,NA,NA
