"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,17,145,130
1,6,51,403,188
2,26,38,286,126
3,19,38,288,123
4,26,41,252,101
5,27,29,265,74
6,14,36,281,82
7,15,30,291,100
8,15,26,280,92
9,22,17,266,64
10,18,17,219,85
11,14,21,177,85
12,19,16,201,76
13,8,17,171,79
14,7,18,175,83
15,6,11,117,80
16,9,11,112,66
17,9,10,95,73
18,7,12,82,80
19,9,7,67,82
20,3,8,65,72
21,3,11,64,58
22,3,11,59,56
23,4,8,57,45
24,4,8,56,55
25,5,11,63,44
26,0,7,57,46
27,5,4,48,32
28,5,3,50,35
29,1,5,54,34
30,2,6,53,26
31,4,8,55,19
32,2,2,49,22
33,6,3,42,18
34,2,5,46,16
35,3,4,39,18
36,1,2,33,19
37,2,5,33,18
38,2,2,38,11
39,0,3,36,5
40,2,2,34,16
41,0,1,36,8
42,7,5,48,9
43,1,0,40,15
44,3,0,23,8
45,1,2,22,7
46,0,0,33,4
47,4,3,23,5
48,5,2,26,5
49,1,1,21,4
50,1,3,25,6
51,1,1,15,5
52,3,1,16,5
53,3,1,21,5
54,1,0,12,2
55,2,3,16,2
56,3,2,14,4
57,1,0,11,1
58,0,2,9,3
59,2,0,10,1
60,0,NA,NA,NA
