"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,9,138,125
2,30,34,366,175
3,19,21,250,122
4,18,23,257,116
5,21,39,217,91
6,15,23,240,70
7,12,18,255,80
8,21,15,255,93
9,22,22,243,89
10,18,24,234,62
11,9,18,201,80
12,12,10,158,75
13,12,14,182,66
14,5,14,161,74
15,14,12,159,81
16,6,8,108,78
17,4,11,109,59
18,4,11,84,66
19,6,13,78,77
20,4,8,67,81
21,4,3,58,69
22,3,11,60,54
23,4,4,57,50
24,2,4,56,44
25,5,5,51,54
26,1,5,59,40
27,4,10,53,42
28,4,5,44,30
29,3,1,48,32
30,4,5,49,33
31,4,5,51,23
32,3,9,51,16
33,2,6,43,20
34,4,8,36,16
35,2,5,43,15
36,5,13,34,18
37,3,4,33,18
38,3,5,29,16
39,2,0,36,9
40,0,8,35,4
41,1,2,29,13
42,4,2,33,5
43,4,2,42,7
44,3,2,38,13
45,1,5,19,6
46,1,4,20,5
47,2,2,28,3
48,3,3,22,5
49,2,5,25,5
50,2,2,18,3
51,0,0,24,5
52,3,1,13,3
53,3,3,14,4
54,2,2,17,4
55,2,1,11,2
56,1,3,15,2
57,1,1,13,4
58,0,1,7,1
59,0,2,9,3
60,2,3,7,0
