"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,12,98,91
2,26,44,228,127
3,19,33,154,81
4,20,37,144,85
5,12,19,136,67
6,10,32,150,58
7,17,14,141,53
8,12,28,138,64
9,15,23,135,61
10,13,19,158,49
11,13,24,132,51
12,8,13,100,54
13,9,17,117,53
14,10,13,110,50
15,4,13,122,52
16,7,12,77,52
17,7,8,80,35
18,3,9,63,47
19,4,7,54,58
20,5,2,48,54
21,3,12,41,46
22,7,4,38,31
23,3,7,42,36
24,1,11,41,24
25,2,10,37,35
26,4,7,42,26
27,4,4,43,29
28,2,4,29,22
29,4,3,36,16
30,3,7,36,19
31,2,7,40,12
32,3,4,41,12
33,0,6,28,15
34,3,8,24,9
35,3,1,26,9
36,0,1,28,10
37,3,6,25,11
38,1,6,21,10
39,2,4,28,5
40,2,3,25,4
41,3,9,19,7
42,2,3,23,2
43,1,2,30,5
44,3,0,23,8
45,1,4,13,3
46,3,4,11,1
47,3,5,17,3
48,4,2,15,4
49,3,3,14,1
50,1,3,9,2
51,1,3,16,3
52,1,1,7,2
53,3,3,8,3
54,1,2,8,1
55,1,4,6,2
56,2,2,8,0
57,1,1,8,2
58,1,4,5,1
59,1,0,4,2
60,0,0,5,0
