"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,14,102,93
2,23,34,239,131
3,18,46,161,84
4,14,36,155,87
5,15,26,141,69
6,11,37,153,60
7,11,29,150,54
8,12,33,144,65
9,14,17,139,63
10,13,24,162,49
11,14,14,136,52
12,7,20,101,55
13,10,17,119,54
14,7,15,114,51
15,8,19,123,52
16,6,12,80,56
17,7,15,83,36
18,4,9,63,47
19,2,7,56,58
20,2,11,51,56
21,4,8,41,47
22,6,8,41,31
23,3,4,42,36
24,3,2,40,25
25,4,9,37,36
26,1,3,45,27
27,4,6,43,30
28,2,8,29,23
29,1,9,40,16
30,2,4,36,20
31,1,4,40,13
32,1,3,43,12
33,1,3,28,15
34,2,7,26,9
35,4,6,26,10
36,1,3,28,10
37,2,5,26,12
38,1,5,21,10
39,2,1,30,5
40,1,0,26,4
41,2,5,20,7
42,2,5,23,3
43,1,4,30,5
44,3,3,23,8
45,1,8,13,3
46,3,3,11,1
47,1,2,19,3
48,2,0,16,4
49,4,3,15,3
50,3,3,9,2
51,2,3,16,3
52,1,0,7,3
53,5,1,8,3
54,2,3,8,1
55,1,1,6,2
56,2,1,8,1
57,0,3,8,3
58,1,1,5,1
59,2,4,4,2
60,0,1,5,0
