"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,16,172,146
1,7,43,473,210
2,24,55,353,145
3,27,39,362,130
4,31,46,328,117
5,31,51,340,85
6,32,30,362,93
7,21,34,364,108
8,33,35,361,106
9,32,37,328,78
10,27,25,273,94
11,17,32,211,104
12,27,25,233,88
13,17,25,196,93
14,13,23,198,96
15,8,18,135,100
16,15,16,135,80
17,11,22,116,85
18,5,16,97,99
19,12,12,74,91
20,6,11,74,81
21,6,17,73,71
22,5,15,70,63
23,7,8,63,55
24,7,9,64,62
25,10,9,67,48
26,5,12,63,55
27,6,11,62,40
28,6,12,59,39
29,3,7,61,41
30,6,3,58,32
31,1,6,61,26
32,4,7,59,30
33,4,9,47,24
34,1,11,52,19
35,2,1,41,23
36,3,5,39,23
37,4,3,37,21
38,3,4,42,11
39,5,4,39,7
40,4,6,36,18
41,0,9,45,11
42,1,3,52,9
43,3,5,45,16
44,2,1,25,9
45,3,6,22,10
46,2,1,37,5
47,4,0,25,5
48,3,1,28,6
49,3,1,24,5
50,0,4,27,8
51,0,0,20,5
52,2,1,19,5
53,2,0,22,5
54,2,1,15,3
55,1,2,19,2
56,2,1,17,4
57,1,0,12,1
58,0,0,12,3
59,0,2,10,2
60,0,NA,NA,NA
