"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,16,146,130
2,23,39,408,189
3,19,38,290,128
4,27,47,291,123
5,25,35,257,101
6,19,38,267,75
7,15,40,284,84
8,18,28,294,99
9,26,31,282,92
10,16,23,270,64
11,15,22,221,85
12,17,17,180,85
13,6,16,204,76
14,9,18,172,79
15,6,15,176,83
16,12,16,117,82
17,10,15,113,66
18,7,10,96,74
19,5,6,87,81
20,4,7,68,82
21,4,11,65,73
22,3,5,64,58
23,5,7,59,56
24,3,11,57,46
25,7,10,56,57
26,0,7,63,44
27,4,4,57,47
28,4,11,49,32
29,0,6,52,35
30,4,4,54,34
31,4,2,53,26
32,3,4,55,19
33,6,4,50,22
34,2,7,42,18
35,2,2,47,16
36,3,3,39,18
37,2,4,33,20
38,2,2,33,18
39,1,1,38,11
40,2,4,36,5
41,0,2,34,16
42,6,3,37,8
43,2,2,49,9
44,3,1,41,15
45,1,2,23,8
46,0,0,22,7
47,4,0,33,4
48,4,2,24,5
49,1,0,27,5
50,0,3,22,4
51,2,2,25,7
52,2,0,16,5
53,3,2,16,5
54,1,1,21,5
55,1,1,13,2
56,4,1,16,2
57,2,0,14,4
58,0,1,11,1
59,2,2,9,3
60,0,0,10,1
