"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,10,131,117
1,8,16,349,171
2,21,29,226,113
3,16,26,234,114
4,19,24,203,88
5,10,21,223,69
6,6,23,241,78
7,8,13,233,86
8,14,12,217,85
9,26,15,221,62
10,12,10,188,78
11,12,17,148,71
12,10,12,170,64
13,15,4,154,71
14,8,18,156,77
15,7,10,98,77
16,10,14,103,53
17,6,11,81,61
18,2,15,69,77
19,6,11,64,78
20,5,18,53,66
21,4,9,55,53
22,5,9,52,48
23,8,6,52,43
24,3,14,44,54
25,7,3,58,39
26,2,4,51,40
27,5,9,39,28
28,5,3,48,30
29,2,6,47,31
30,4,5,48,19
31,3,2,49,16
32,4,8,42,17
33,3,8,33,16
34,1,6,39,13
35,5,4,31,18
36,1,2,31,18
37,3,4,31,15
38,3,3,36,8
39,0,5,32,4
40,3,3,26,12
41,2,2,32,5
42,1,4,41,8
43,2,3,33,12
44,4,6,18,5
45,2,1,18,5
46,3,6,25,3
47,0,6,22,4
48,2,9,25,5
49,2,1,16,3
50,2,5,22,4
51,1,1,11,4
52,1,0,12,4
53,3,3,16,2
54,2,2,10,2
55,1,2,14,2
56,1,3,10,3
57,2,0,7,1
58,0,1,8,2
59,0,0,7,0
60,0,NA,NA,NA
