"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,7,112,103
1,8,54,257,148
2,30,53,170,95
3,24,36,176,91
4,23,31,156,74
5,26,30,170,62
6,25,24,173,67
7,19,24,170,70
8,19,39,155,70
9,24,32,177,53
10,21,19,145,56
11,19,26,112,62
12,17,19,130,58
13,11,21,121,57
14,11,19,130,61
15,7,17,82,65
16,8,12,86,38
17,5,18,66,52
18,6,15,59,62
19,3,10,55,63
20,2,14,46,51
21,3,11,44,38
22,8,13,44,39
23,3,6,42,30
24,2,12,40,40
25,2,5,47,28
26,2,13,47,33
27,2,9,31,23
28,2,6,40,18
29,2,7,36,23
30,3,4,41,14
31,3,6,43,13
32,3,5,29,16
33,4,5,29,10
34,1,2,29,11
35,3,5,29,12
36,0,2,28,12
37,1,1,22,10
38,5,1,30,5
39,3,6,26,4
40,2,2,21,8
41,4,5,25,3
42,0,5,30,7
43,4,4,23,10
44,5,2,15,4
45,2,1,13,2
46,2,2,20,3
47,0,2,19,4
48,2,4,16,3
49,2,3,12,2
50,1,0,18,4
51,1,2,9,3
52,3,2,8,4
53,2,0,9,1
54,4,0,6,2
55,2,4,9,0
56,2,2,9,3
57,0,0,6,1
58,0,2,5,2
59,2,4,5,0
60,1,NA,NA,NA
