"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,0,194,159
2,5,1,546,237
3,4,1,435,162
4,11,0,447,137
5,6,2,421,129
6,4,3,456,97
7,4,0,468,97
8,2,2,463,122
9,3,1,456,117
10,3,1,402,99
11,2,2,352,101
12,4,5,296,121
13,4,1,294,103
14,3,1,245,103
15,2,0,226,108
16,1,2,189,110
17,1,1,171,94
18,0,0,146,96
19,1,3,122,114
20,2,0,98,101
21,1,2,103,101
22,1,0,95,79
23,3,2,88,75
24,3,2,84,65
25,1,1,88,74
26,1,0,81,59
27,2,1,76,72
28,2,0,79,47
29,1,0,75,49
30,2,0,79,47
31,3,3,70,45
32,1,0,72,34
33,3,1,70,37
34,2,3,59,30
35,1,1,63,30
36,2,2,55,30
37,0,1,55,30
38,0,1,53,27
39,2,0,52,16
40,1,1,48,8
41,3,4,50,25
42,0,2,57,15
43,0,3,62,12
44,0,0,54,21
45,0,0,38,13
46,0,1,26,11
47,2,1,50,11
48,2,3,32,6
49,1,1,35,10
50,2,4,31,6
51,2,1,34,7
52,1,2,27,6
53,4,3,23,8
54,2,1,25,7
55,0,3,22,6
56,2,1,26,4
57,0,1,26,6
58,4,2,14,2
59,1,2,15,4
60,0,0,12,3
