"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,139,124
1,9,33,378,179
2,26,38,263,124
3,17,30,264,117
4,21,33,225,92
5,22,34,243,69
6,12,29,260,80
7,9,11,270,94
8,15,15,251,91
9,25,28,242,63
10,17,15,208,80
11,6,12,163,75
12,13,10,186,70
13,14,14,163,76
14,4,13,166,81
15,10,13,112,78
16,3,6,109,62
17,4,8,88,66
18,3,12,78,79
19,6,12,65,81
20,3,7,61,69
21,4,8,62,56
22,4,11,57,53
23,4,9,57,44
24,2,5,53,54
25,3,2,59,41
26,3,9,52,42
27,7,4,46,29
28,4,2,49,33
29,1,4,53,33
30,2,1,54,23
31,2,7,54,17
32,1,5,44,21
33,4,1,37,17
34,6,4,44,16
35,1,2,34,17
36,6,7,33,19
37,3,4,30,18
38,4,4,38,10
39,0,5,35,4
40,0,9,29,14
41,3,4,34,5
42,4,3,44,8
43,2,0,39,14
44,4,5,19,7
45,2,2,20,5
46,2,2,29,3
47,2,0,23,5
48,3,1,25,5
49,3,4,18,3
50,4,2,24,5
51,1,1,13,3
52,3,1,15,4
53,3,4,20,5
54,2,2,11,2
55,2,0,15,2
56,1,0,13,4
57,1,2,7,1
58,1,1,9,3
59,0,1,8,0
60,2,NA,NA,NA
