"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,8,83,76
2,30,32,183,109
3,18,27,132,67
4,21,24,118,72
5,14,26,106,57
6,10,23,122,50
7,31,15,105,46
8,18,17,103,56
9,16,19,108,47
10,18,23,128,39
11,17,20,110,41
12,12,21,89,50
13,5,20,102,45
14,11,12,98,42
15,8,16,107,42
16,9,15,67,46
17,11,15,69,26
18,5,10,54,39
19,5,18,47,47
20,6,11,42,47
21,2,14,39,32
22,1,10,35,23
23,3,15,39,30
24,0,10,38,16
25,2,19,34,29
26,3,11,38,17
27,2,8,42,23
28,3,9,23,17
29,2,7,32,11
30,1,11,31,15
31,1,7,35,11
32,4,3,36,7
33,0,8,22,11
34,0,6,21,9
35,4,2,22,4
36,1,11,25,8
37,1,4,22,9
38,1,5,19,4
39,0,1,24,5
40,1,1,23,3
41,1,5,19,6
42,0,1,19,1
43,0,3,28,4
44,1,3,20,3
45,0,2,13,2
46,0,3,9,0
47,1,4,14,3
48,1,2,11,3
49,1,0,13,1
50,0,1,9,2
51,1,0,14,3
52,0,2,6,1
53,1,1,5,3
54,0,1,8,1
55,0,1,5,2
56,1,0,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
