"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,17,78,74
1,6,33,168,104
2,25,35,125,62
3,13,39,101,67
4,19,33,96,54
5,11,30,105,49
6,20,24,93,44
7,25,29,96,54
8,12,25,102,44
9,11,11,121,38
10,17,30,102,39
11,18,24,79,43
12,17,27,89,40
13,14,21,94,37
14,6,24,95,37
15,16,24,65,41
16,6,23,66,26
17,3,15,54,37
18,0,14,46,40
19,4,12,42,40
20,1,11,39,27
21,2,13,35,21
22,1,9,35,27
23,5,12,36,15
24,2,12,34,27
25,1,7,36,16
26,3,6,39,17
27,4,13,21,15
28,3,3,32,9
29,1,9,31,13
30,0,3,33,10
31,2,4,36,7
32,2,6,22,10
33,0,2,21,7
34,0,2,22,4
35,1,4,24,8
36,0,4,21,8
37,0,4,18,4
38,1,5,24,4
39,0,2,23,3
40,0,0,19,6
41,0,1,18,1
42,1,0,28,4
43,0,2,20,2
44,1,1,13,2
45,0,2,9,0
46,0,2,12,2
47,2,0,11,3
48,1,0,13,1
49,1,0,9,2
50,0,0,14,2
51,1,2,6,1
52,0,0,5,3
53,1,1,8,1
54,0,0,5,1
55,0,0,7,0
56,0,0,8,1
57,0,0,4,1
58,0,1,4,2
59,0,0,5,0
60,1,NA,NA,NA
