"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,6,83,77
2,37,26,184,110
3,16,17,138,69
4,24,22,116,74
5,11,32,111,59
6,11,24,123,51
7,28,19,111,46
8,16,20,105,56
9,16,21,113,48
10,19,12,130,40
11,16,15,113,41
12,10,16,91,50
13,7,18,104,46
14,11,18,99,45
15,9,17,108,43
16,8,19,68,47
17,11,9,70,28
18,5,15,54,40
19,5,12,47,48
20,6,14,42,50
21,2,9,39,32
22,2,16,35,25
23,3,10,40,31
24,0,12,38,18
25,2,9,34,30
26,3,11,38,19
27,2,11,41,24
28,3,17,23,17
29,1,10,33,12
30,2,7,32,16
31,2,7,35,11
32,3,8,37,8
33,1,9,22,12
34,2,6,21,9
35,4,3,22,4
36,1,5,24,9
37,1,6,21,9
38,1,2,19,5
39,0,9,25,5
40,1,4,24,3
41,1,5,19,6
42,0,1,19,1
43,1,1,28,4
44,1,4,20,3
45,0,1,13,2
46,1,3,9,0
47,1,2,14,3
48,1,2,11,3
49,1,3,13,1
50,0,3,9,2
51,1,2,14,3
52,0,0,7,1
53,0,1,6,3
54,0,0,8,1
55,1,1,5,2
56,1,0,7,0
57,0,1,8,1
58,0,1,4,1
59,0,0,4,2
60,0,0,5,0
