"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,4,15,114,110
1,9,34,272,153
2,33,31,180,97
3,20,31,186,97
4,21,33,170,77
5,21,31,182,63
6,18,33,184,72
7,18,35,180,72
8,17,38,170,71
9,21,26,189,54
10,17,17,154,59
11,18,24,121,63
12,11,10,133,59
13,13,17,127,62
14,7,30,133,65
15,8,25,86,67
16,7,15,88,40
17,3,18,69,53
18,5,14,61,65
19,1,18,55,66
20,3,15,46,54
21,7,11,47,42
22,6,12,45,44
23,5,7,42,33
24,3,11,41,40
25,2,7,47,30
26,3,11,47,34
27,3,5,33,24
28,0,9,42,18
29,1,4,37,24
30,4,9,42,14
31,4,4,43,14
32,3,12,32,16
33,4,7,29,12
34,0,4,29,11
35,3,5,30,14
36,0,4,29,12
37,1,5,25,10
38,2,3,32,5
39,3,3,28,4
40,1,1,22,8
41,2,4,25,3
42,2,2,32,8
43,3,1,24,10
44,7,1,16,5
45,1,5,14,3
46,1,2,21,3
47,0,4,18,4
48,3,2,17,3
49,1,2,12,2
50,3,1,18,4
51,1,0,9,4
52,3,2,9,4
53,1,0,12,2
54,2,2,7,2
55,1,1,10,0
56,2,0,9,3
57,0,2,6,1
58,0,2,6,2
59,1,0,6,0
60,1,NA,NA,NA
