"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,5,183,157
1,11,17,519,232
2,24,22,407,159
3,21,18,415,136
4,31,19,391,126
5,23,17,419,96
6,23,19,425,96
7,22,16,424,121
8,22,19,417,113
9,28,21,378,92
10,14,19,325,99
11,16,14,262,120
12,20,11,270,100
13,12,9,227,100
14,9,16,214,104
15,7,12,165,109
16,16,12,157,92
17,10,16,130,94
18,12,7,112,111
19,6,15,89,98
20,5,13,88,95
21,9,16,82,77
22,6,11,78,68
23,7,9,75,60
24,4,18,77,69
25,8,7,75,55
26,2,10,71,63
27,3,11,72,44
28,4,5,65,46
29,5,7,70,46
30,4,10,61,41
31,4,6,67,32
32,6,6,66,33
33,2,9,50,27
34,3,5,59,25
35,2,3,46,26
36,2,3,47,27
37,5,9,43,23
38,2,5,48,15
39,1,6,44,8
40,3,5,37,23
41,6,7,52,14
42,3,6,56,10
43,3,3,47,20
44,3,1,29,10
45,1,5,24,10
46,1,2,40,7
47,4,3,28,5
48,2,5,31,8
49,3,2,24,6
50,0,6,27,7
51,3,2,21,6
52,2,4,23,6
53,0,2,25,5
54,2,2,17,4
55,0,3,22,2
56,3,1,23,5
57,1,1,12,1
58,0,0,13,3
59,1,1,10,3
60,1,NA,NA,NA
