"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,13,179,155
1,9,25,502,225
2,27,39,388,154
3,23,36,394,133
4,27,31,364,124
5,35,32,389,94
6,32,24,398,96
7,23,32,399,118
8,25,28,393,112
9,34,28,358,89
10,24,23,303,97
11,23,20,249,116
12,17,41,251,95
13,20,8,217,97
14,13,19,209,101
15,9,22,154,109
16,15,15,145,87
17,12,18,128,88
18,5,17,108,106
19,8,14,81,95
20,8,15,83,89
21,7,16,77,75
22,6,7,75,66
23,5,9,69,59
24,6,9,77,66
25,6,14,73,52
26,3,8,69,61
27,3,16,69,42
28,5,10,60,45
29,4,8,68,43
30,3,11,60,39
31,2,7,65,26
32,4,4,64,31
33,1,8,49,25
34,1,4,55,22
35,1,6,45,24
36,1,6,45,24
37,5,7,42,23
38,3,7,46,11
39,3,3,43,8
40,3,5,35,20
41,6,2,48,13
42,6,4,56,10
43,4,5,46,19
44,2,4,28,10
45,1,2,24,10
46,0,1,39,6
47,4,1,26,6
48,4,3,30,8
49,2,3,24,6
50,0,6,27,8
51,0,0,21,5
52,2,2,20,5
53,4,2,24,5
54,1,2,16,4
55,1,1,19,2
56,4,1,20,5
57,2,3,12,1
58,0,1,12,3
59,2,2,10,2
60,0,NA,NA,NA
