"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,13,182,156
1,10,17,515,229
2,27,20,402,158
3,20,16,409,135
4,34,20,388,126
5,24,18,411,96
6,26,24,420,96
7,26,22,419,121
8,24,22,414,112
9,27,15,376,91
10,13,19,321,99
11,18,11,260,119
12,18,18,266,99
13,13,16,227,100
14,9,14,215,103
15,6,18,164,109
16,15,9,153,92
17,12,16,130,93
18,9,15,112,110
19,6,16,89,97
20,5,13,89,91
21,7,12,81,77
22,5,21,78,68
23,6,7,74,60
24,5,12,77,69
25,7,12,74,54
26,2,6,71,63
27,3,10,72,43
28,2,10,62,45
29,8,8,69,46
30,5,8,61,40
31,2,11,66,30
32,6,6,65,33
33,1,3,49,27
34,2,4,58,25
35,1,10,46,25
36,2,5,46,25
37,6,6,43,23
38,2,6,48,15
39,1,7,43,8
40,4,7,37,22
41,6,4,51,14
42,4,1,57,10
43,3,5,47,20
44,3,2,29,10
45,0,3,24,10
46,1,5,40,7
47,4,4,28,5
48,2,5,31,8
49,2,2,24,6
50,0,5,27,8
51,2,2,21,5
52,2,3,22,6
53,1,3,25,5
54,1,2,17,4
55,0,1,22,2
56,3,0,23,5
57,0,0,12,1
58,0,1,13,3
59,1,3,10,2
60,1,NA,NA,NA
