"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,194,159
2,5,1,546,237
3,4,0,435,162
4,11,2,447,137
5,7,3,420,129
6,4,0,456,97
7,5,2,467,97
8,2,1,462,122
9,4,1,455,117
10,2,2,402,99
11,2,5,352,101
12,2,2,296,121
13,3,2,294,103
14,3,1,244,103
15,1,3,226,108
16,2,1,189,110
17,1,0,171,94
18,0,3,146,96
19,1,0,122,114
20,3,2,97,101
21,1,0,103,101
22,1,2,95,79
23,3,2,88,75
24,4,1,83,65
25,1,0,88,74
26,1,1,81,59
27,2,0,76,72
28,3,0,79,47
29,1,0,75,49
30,2,3,79,47
31,5,0,68,45
32,2,2,71,34
33,2,3,70,37
34,2,2,59,30
35,1,2,63,30
36,3,1,54,30
37,0,1,55,30
38,1,0,52,27
39,1,2,52,16
40,2,4,47,8
41,3,2,49,25
42,0,3,57,15
43,0,0,62,12
44,0,0,54,21
45,0,1,38,13
46,0,1,26,11
47,3,4,49,10
48,1,1,32,6
49,1,4,35,10
50,2,1,31,6
51,2,2,34,7
52,1,3,27,6
53,3,1,23,8
54,1,4,26,7
55,2,2,19,6
56,2,2,26,4
57,0,2,26,6
58,4,2,14,2
59,1,0,15,4
60,0,1,12,3
