"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,118,110
1,6,24,279,160
2,35,32,189,98
3,17,26,194,100
4,20,29,174,78
5,20,35,188,64
6,16,28,193,73
7,16,29,189,74
8,17,19,174,71
9,28,25,195,56
10,18,24,162,63
11,16,24,127,66
12,8,22,138,59
13,11,25,130,63
14,10,22,136,66
15,9,13,87,69
16,7,18,89,44
17,7,5,70,53
18,6,15,61,67
19,3,21,55,67
20,5,20,46,55
21,4,14,50,43
22,5,14,47,46
23,5,13,44,36
24,4,13,42,42
25,1,11,49,31
26,2,7,49,37
27,2,9,33,24
28,1,6,42,18
29,1,8,37,25
30,4,5,43,14
31,6,8,43,14
32,3,4,32,16
33,5,9,29,13
34,0,3,30,11
35,3,8,30,15
36,0,4,29,12
37,2,10,27,11
38,0,6,33,5
39,2,2,29,4
40,0,5,23,8
41,1,1,25,3
42,2,5,33,8
43,4,2,25,10
44,5,3,18,5
45,0,0,14,3
46,2,4,21,3
47,0,1,18,4
48,3,0,18,3
49,1,1,14,3
50,1,4,19,4
51,1,0,10,4
52,2,3,9,4
53,2,2,12,2
54,2,3,8,2
55,1,1,10,0
56,3,0,9,3
57,0,0,6,1
58,0,0,6,2
59,1,1,6,0
60,1,NA,NA,NA
