"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,10,95,86
2,29,31,218,123
3,12,33,153,79
4,19,30,138,82
5,14,16,129,67
6,13,18,143,53
7,23,15,129,53
8,12,19,130,61
9,13,19,132,57
10,18,12,148,46
11,14,16,133,49
12,10,9,97,53
13,10,5,113,51
14,10,14,109,49
15,12,7,114,49
16,7,10,75,51
17,7,14,77,35
18,7,13,59,46
19,6,10,49,57
20,5,6,47,54
21,1,5,40,46
22,6,3,37,30
23,3,10,41,34
24,1,12,41,23
25,1,5,36,33
26,5,7,40,24
27,5,8,41,29
28,2,3,28,20
29,4,3,35,15
30,4,6,33,19
31,3,10,37,12
32,4,7,39,12
33,1,3,27,13
34,3,9,23,9
35,2,3,25,9
36,2,2,26,10
37,5,2,22,11
38,2,6,20,10
39,3,4,27,5
40,2,7,25,4
41,2,4,19,6
42,2,5,22,2
43,1,4,30,5
44,2,3,22,6
45,0,3,13,4
46,2,6,10,0
47,5,3,14,3
48,3,4,15,4
49,3,3,13,1
50,1,2,10,2
51,3,4,14,3
52,0,0,7,1
53,2,2,6,3
54,1,1,8,1
55,2,1,5,2
56,1,0,8,0
57,0,1,8,1
58,2,1,4,1
59,0,2,4,2
60,0,0,5,0
