"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,8,133,118
1,7,33,351,171
2,18,24,230,115
3,14,20,236,114
4,19,26,203,89
5,15,26,224,70
6,7,21,242,78
7,12,15,235,88
8,13,20,226,86
9,22,11,225,62
10,12,7,190,78
11,12,13,148,73
12,10,10,172,64
13,15,14,152,71
14,9,11,157,80
15,8,2,102,77
16,6,14,103,53
17,7,10,81,62
18,4,12,70,77
19,7,10,64,78
20,5,14,53,68
21,4,9,55,53
22,5,18,53,49
23,7,6,52,44
24,3,9,45,53
25,6,5,58,39
26,2,15,51,41
27,5,3,39,28
28,6,4,48,30
29,2,8,47,31
30,4,3,48,20
31,3,5,48,16
32,5,5,43,18
33,4,2,33,16
34,2,6,38,14
35,5,8,32,18
36,2,5,33,18
37,2,3,30,15
38,3,2,36,8
39,0,4,32,4
40,3,3,27,12
41,1,5,32,5
42,2,3,42,7
43,1,2,33,12
44,5,2,18,5
45,2,3,17,5
46,3,6,26,3
47,0,1,22,4
48,3,5,25,5
49,2,6,16,3
50,3,8,22,5
51,1,1,11,3
52,2,3,12,4
53,3,1,16,2
54,2,0,11,2
55,0,3,14,2
56,1,2,10,3
57,3,2,7,1
58,0,2,8,2
59,0,0,7,0
60,0,NA,NA,NA
