"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,0,191,159
2,8,4,542,236
3,7,4,431,162
4,15,3,442,137
5,9,3,417,129
6,5,3,454,97
7,9,3,462,96
8,7,4,456,122
9,6,1,453,116
10,3,3,400,98
11,2,1,351,101
12,3,4,295,121
13,5,1,290,103
14,4,2,243,103
15,1,3,225,108
16,6,2,185,110
17,1,0,171,92
18,2,0,144,96
19,3,2,119,114
20,3,1,97,101
21,1,2,102,100
22,0,3,95,79
23,3,0,88,73
24,5,3,82,65
25,2,5,88,74
26,1,2,81,59
27,0,4,76,70
28,3,4,78,47
29,2,1,74,49
30,2,2,78,47
31,2,5,68,45
32,2,4,71,34
33,1,3,69,36
34,3,3,58,30
35,2,1,62,30
36,7,0,50,29
37,2,1,53,30
38,5,1,48,27
39,3,4,50,16
40,2,3,47,8
41,4,5,48,25
42,0,2,57,15
43,0,3,62,11
44,0,4,54,21
45,3,2,35,13
46,0,5,27,11
47,4,4,45,9
48,0,5,32,6
49,1,4,35,9
50,4,2,28,6
51,3,0,32,7
52,2,1,25,6
53,0,6,23,7
54,2,2,24,7
55,3,3,17,5
56,1,3,25,4
57,1,1,25,5
58,2,5,13,1
59,1,1,15,4
60,1,0,11,3
