"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,17,153,139
2,29,39,432,194
3,26,64,314,136
4,22,46,330,125
5,24,49,291,109
6,24,43,297,77
7,25,38,316,89
8,16,51,331,104
9,26,29,319,97
10,22,38,291,69
11,16,23,245,89
12,13,18,192,89
13,11,14,217,82
14,8,17,182,85
15,7,25,183,91
16,10,27,127,86
17,10,10,121,72
18,7,17,103,78
19,4,11,91,89
20,5,16,69,87
21,2,9,69,74
22,7,13,67,62
23,5,16,65,60
24,2,12,60,49
25,3,11,63,59
26,1,11,65,46
27,3,12,61,49
28,2,6,58,34
29,4,7,52,37
30,5,9,57,38
31,1,5,56,28
32,5,7,55,23
33,2,5,57,23
34,1,4,45,21
35,2,1,48,17
36,2,5,41,19
37,4,6,34,20
38,4,2,36,19
39,4,3,40,11
40,3,5,37,6
41,1,5,34,18
42,2,2,41,10
43,1,1,50,9
44,3,0,42,15
45,1,1,24,9
46,0,1,23,7
47,3,1,36,4
48,3,2,25,5
49,1,2,28,5
50,2,3,22,4
51,0,0,27,7
52,3,0,16,5
53,2,2,18,5
54,2,1,21,5
55,0,0,14,2
56,1,2,19,2
57,1,1,16,4
58,0,1,11,1
59,0,1,11,3
60,0,1,10,2
