"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,6,147,131
2,25,42,414,190
3,22,48,295,128
4,26,35,300,123
5,30,32,260,101
6,15,28,274,75
7,19,40,288,84
8,18,28,300,101
9,26,29,285,94
10,14,32,276,64
11,13,19,226,86
12,16,29,181,85
13,9,17,205,76
14,8,19,174,79
15,7,17,177,86
16,14,16,119,83
17,9,13,116,69
18,6,12,98,76
19,7,10,86,83
20,3,9,69,82
21,1,8,68,73
22,3,6,65,58
23,3,6,60,57
24,3,10,58,46
25,7,5,56,57
26,2,7,63,44
27,4,10,58,47
28,2,7,52,32
29,2,6,51,35
30,5,3,54,34
31,3,9,54,26
32,3,5,56,19
33,5,4,51,22
34,2,2,42,18
35,2,4,47,17
36,3,4,39,19
37,2,7,33,20
38,3,1,33,18
39,3,3,38,11
40,1,3,37,5
41,0,1,34,16
42,5,1,38,8
43,2,3,49,9
44,3,2,41,15
45,1,3,23,8
46,1,2,22,7
47,3,0,34,4
48,4,2,25,5
49,1,0,27,5
50,0,0,22,4
51,2,1,25,7
52,3,0,16,5
53,3,2,16,5
54,1,2,21,5
55,0,0,14,2
56,3,2,17,2
57,1,1,16,4
58,0,1,11,1
59,1,1,10,3
60,0,0,10,1
