"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,0,194,159
2,5,0,546,237
3,4,0,435,162
4,11,1,447,137
5,6,0,421,129
6,4,2,456,97
7,4,3,468,97
8,2,0,463,122
9,2,2,457,117
10,3,1,402,99
11,1,1,353,101
12,4,2,296,121
13,4,4,294,103
14,3,1,245,103
15,2,1,226,108
16,1,0,189,110
17,1,2,171,94
18,0,1,146,96
19,1,0,122,114
20,2,3,98,101
21,1,0,103,101
22,1,2,95,79
23,3,0,88,75
24,3,2,84,65
25,1,2,88,74
26,1,1,81,59
27,2,0,76,72
28,2,1,79,47
29,1,0,75,49
30,2,0,79,47
31,3,0,70,45
32,1,3,72,34
33,3,0,70,37
34,2,1,59,30
35,1,3,63,30
36,2,1,55,30
37,0,2,55,30
38,0,1,53,27
39,2,1,52,16
40,1,0,48,8
41,3,1,50,25
42,0,4,57,15
43,0,2,62,12
44,0,3,54,21
45,0,0,38,13
46,0,0,26,11
47,2,1,50,11
48,2,1,32,6
49,1,3,35,10
50,2,1,31,6
51,2,4,34,7
52,1,1,27,6
53,4,2,23,8
54,2,3,25,7
55,0,1,21,6
56,1,3,28,4
57,0,1,26,6
58,4,1,14,2
59,1,2,15,4
60,0,2,12,3
