"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,8,130,113
1,6,30,345,171
2,21,22,219,112
3,17,15,225,112
4,24,15,195,88
5,15,20,212,68
6,14,25,228,77
7,19,14,224,86
8,14,11,212,84
9,24,20,217,61
10,13,17,188,76
11,9,16,144,72
12,11,20,163,63
13,15,18,145,69
14,11,15,153,77
15,9,21,97,77
16,9,14,98,52
17,7,11,79,60
18,4,8,69,76
19,5,17,63,77
20,1,5,53,62
21,4,8,55,53
22,6,13,49,46
23,9,4,49,42
24,5,7,42,51
25,6,8,55,38
26,3,4,53,40
27,4,12,36,27
28,5,11,45,27
29,4,7,44,30
30,5,7,48,18
31,3,4,47,16
32,3,5,41,17
33,4,6,31,15
34,2,6,36,13
35,7,3,30,18
36,1,2,30,17
37,4,8,30,14
38,2,3,36,8
39,0,6,30,5
40,2,1,25,11
41,4,7,29,5
42,4,7,39,8
43,4,9,32,12
44,4,1,18,5
45,2,5,18,4
46,3,2,23,3
47,2,0,22,4
48,2,4,24,4
49,3,2,15,3
50,1,2,22,4
51,0,3,12,4
52,1,0,12,4
53,3,1,15,2
54,3,0,10,2
55,1,0,14,1
56,2,2,9,3
57,3,1,6,1
58,1,3,7,2
59,1,1,7,0
60,0,NA,NA,NA
