"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,5,176,153
1,10,28,492,220
2,29,40,373,150
3,31,39,385,132
4,28,37,352,124
5,31,40,369,93
6,39,28,380,96
7,32,47,388,117
8,28,20,382,110
9,33,29,348,88
10,25,31,298,96
11,16,27,239,114
12,19,29,242,92
13,23,27,208,94
14,16,19,203,100
15,9,25,150,105
16,13,20,141,86
17,12,12,123,87
18,5,11,106,102
19,6,15,77,95
20,11,18,79,87
21,8,9,77,73
22,3,16,74,65
23,5,10,65,57
24,7,12,73,66
25,10,11,73,52
26,3,8,67,60
27,5,6,66,42
28,6,12,60,43
29,2,7,66,42
30,4,6,59,39
31,1,7,64,25
32,4,9,63,30
33,2,11,48,24
34,1,4,53,21
35,3,5,44,24
36,1,3,42,24
37,5,5,40,22
38,5,8,46,11
39,2,7,42,7
40,2,5,35,20
41,4,1,46,13
42,6,3,55,11
43,2,4,46,18
44,2,3,28,10
45,2,6,24,10
46,0,0,39,6
47,3,3,26,5
48,4,2,30,7
49,2,2,24,6
50,0,1,27,8
51,0,2,21,5
52,1,6,20,5
53,3,1,23,5
54,1,2,16,4
55,1,1,19,2
56,3,4,19,5
57,2,1,12,1
58,0,0,12,3
59,1,0,10,2
60,0,NA,NA,NA
