"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,20,148,133
2,26,41,420,191
3,25,45,299,129
4,25,33,310,124
5,26,32,270,104
6,24,49,277,75
7,21,38,297,87
8,17,25,312,102
9,26,24,294,95
10,15,19,280,65
11,14,29,233,86
12,15,15,185,87
13,10,21,208,78
14,11,28,173,81
15,6,19,179,86
16,12,21,121,84
17,8,16,118,69
18,7,17,99,76
19,9,16,87,84
20,4,10,69,83
21,1,12,68,73
22,2,9,67,60
23,4,10,61,57
24,3,6,58,47
25,6,8,57,57
26,2,3,63,44
27,5,6,58,47
28,4,10,53,32
29,4,4,51,35
30,4,6,56,36
31,2,7,55,26
32,3,7,55,23
33,5,4,52,23
34,2,3,43,20
35,0,5,49,16
36,3,3,40,19
37,2,3,33,20
38,3,2,33,18
39,5,3,38,11
40,2,3,37,6
41,0,5,34,16
42,6,1,38,8
43,1,2,50,9
44,2,2,42,15
45,0,1,24,9
46,1,1,22,7
47,3,2,35,4
48,4,2,25,5
49,0,2,28,5
50,0,2,22,4
51,2,0,25,7
52,2,2,16,5
53,2,0,17,5
54,1,0,21,5
55,0,1,14,2
56,3,0,17,2
57,1,2,16,4
58,0,2,11,1
59,1,0,10,3
60,0,2,10,2
