"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,8,87,79
2,31,36,192,116
3,11,29,144,69
4,19,20,124,75
5,5,20,118,61
6,12,16,126,51
7,27,22,117,46
8,10,30,114,58
9,17,20,116,50
10,17,20,135,41
11,16,13,119,42
12,9,13,92,50
13,10,10,105,48
14,11,13,102,45
15,5,11,112,46
16,5,12,71,49
17,10,15,71,30
18,4,14,56,43
19,7,14,47,50
20,6,7,42,52
21,2,11,39,35
22,3,9,35,26
23,3,12,40,32
24,1,7,38,19
25,1,15,35,30
26,2,10,39,19
27,3,10,41,26
28,5,9,24,19
29,2,10,34,13
30,3,6,31,17
31,2,11,35,11
32,3,10,37,8
33,2,6,23,12
34,4,7,21,9
35,4,7,22,5
36,1,6,24,9
37,1,4,22,9
38,0,3,20,6
39,2,4,24,5
40,1,5,23,3
41,1,1,19,6
42,1,8,20,1
43,1,3,28,4
44,2,3,20,3
45,1,1,13,2
46,1,0,9,0
47,2,4,14,3
48,0,1,12,3
49,1,2,13,1
50,0,2,9,2
51,1,2,14,3
52,0,2,7,1
53,0,3,6,3
54,0,2,8,1
55,1,0,5,2
56,1,1,7,0
57,0,0,8,1
58,1,1,4,1
59,0,0,4,2
60,0,0,5,0
