"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,119,112
1,6,38,286,161
2,33,34,191,100
3,19,20,195,102
4,23,28,178,78
5,16,24,190,64
6,16,29,195,73
7,17,32,193,74
8,17,25,179,73
9,25,21,198,57
10,15,17,164,65
11,18,25,127,66
12,11,20,140,59
13,13,21,131,64
14,12,17,137,67
15,8,20,88,71
16,7,19,91,45
17,8,11,73,53
18,3,17,61,67
19,3,5,56,67
20,5,15,46,56
21,5,20,50,44
22,7,18,47,46
23,5,11,44,37
24,5,11,42,42
25,1,12,49,31
26,2,13,49,37
27,2,11,33,24
28,1,6,42,18
29,2,8,37,26
30,5,5,43,14
31,6,7,44,14
32,2,5,32,16
33,8,6,29,13
34,0,4,30,11
35,4,8,30,16
36,0,3,29,12
37,2,7,27,13
38,0,3,33,5
39,2,9,29,4
40,0,6,23,8
41,1,3,26,3
42,1,6,34,8
43,3,1,26,10
44,5,4,18,5
45,0,2,15,3
46,1,3,21,3
47,1,0,18,4
48,4,2,18,3
49,1,1,14,3
50,1,0,19,4
51,1,1,12,4
52,1,3,10,4
53,1,0,13,2
54,1,2,8,2
55,1,2,11,0
56,3,2,9,3
57,0,1,6,1
58,0,0,6,2
59,1,0,6,0
60,1,NA,NA,NA
