"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,128,113
1,4,26,319,168
2,35,28,207,104
3,18,34,212,105
4,20,25,189,82
5,12,29,202,68
6,11,40,215,76
7,15,18,209,81
8,15,24,199,79
9,28,14,209,59
10,13,25,178,68
11,16,20,136,71
12,12,15,153,62
13,15,24,139,68
14,9,14,143,73
15,10,10,93,73
16,6,16,95,49
17,6,6,77,56
18,3,16,63,74
19,6,20,61,76
20,2,13,48,59
21,6,11,53,47
22,6,7,49,46
23,5,7,47,40
24,6,10,42,50
25,2,12,52,35
26,3,8,51,38
27,4,7,34,26
28,4,9,43,23
29,3,5,41,30
30,7,8,46,16
31,5,3,45,15
32,2,8,36,18
33,7,12,29,14
34,1,12,33,13
35,4,5,30,18
36,0,6,30,15
37,1,4,29,13
38,1,5,36,7
39,0,6,29,4
40,1,5,23,10
41,4,6,27,4
42,4,5,37,8
43,5,1,31,11
44,2,3,18,5
45,0,1,17,3
46,0,3,21,3
47,4,4,20,4
48,2,1,20,3
49,2,5,14,3
50,2,2,19,4
51,2,4,12,4
52,1,3,12,4
53,0,2,15,2
54,0,2,10,2
55,0,0,13,0
56,3,1,9,3
57,1,0,6,1
58,1,3,7,2
59,0,0,7,0
60,0,NA,NA,NA
