"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,130,113
1,6,22,341,172
2,25,18,217,112
3,19,15,221,111
4,27,20,195,88
5,15,25,209,68
6,17,15,226,77
7,18,11,222,86
8,16,20,211,83
9,25,19,216,61
10,12,16,188,75
11,10,20,142,72
12,12,19,161,62
13,17,18,142,69
14,13,22,150,77
15,11,14,96,76
16,10,12,97,52
17,8,8,79,60
18,4,17,68,76
19,5,6,63,77
20,1,10,53,62
21,4,13,55,52
22,6,4,50,46
23,9,8,48,42
24,7,8,42,51
25,6,4,55,38
26,3,12,53,39
27,4,11,36,28
28,5,7,44,27
29,5,7,43,30
30,6,4,48,18
31,3,5,46,16
32,4,7,40,17
33,5,6,31,15
34,2,5,36,13
35,7,2,30,18
36,1,8,30,17
37,4,3,29,14
38,2,6,36,8
39,0,1,30,5
40,2,7,25,11
41,4,7,29,5
42,4,9,39,8
43,4,1,31,12
44,5,5,18,5
45,2,2,18,4
46,3,0,23,3
47,2,4,21,4
48,3,3,23,4
49,3,2,14,3
50,2,3,21,4
51,1,0,12,4
52,1,2,12,4
53,2,0,15,2
54,3,0,10,2
55,1,2,14,1
56,2,1,9,3
57,3,3,6,1
58,1,1,7,2
59,1,1,7,0
60,0,NA,NA,NA
