"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,20,97,88
2,32,27,223,125
3,16,35,153,80
4,20,19,142,85
5,18,35,130,66
6,10,22,148,54
7,19,26,134,52
8,13,28,133,61
9,13,15,133,61
10,18,18,152,48
11,14,14,131,49
12,9,12,98,54
13,9,13,116,52
14,11,8,109,50
15,9,13,117,49
16,7,7,76,51
17,5,2,80,35
18,7,14,60,47
19,5,7,51,58
20,6,9,47,54
21,2,13,40,46
22,7,11,37,30
23,3,8,41,35
24,1,6,41,23
25,1,4,37,35
26,6,3,40,25
27,4,7,42,29
28,3,10,28,21
29,4,4,35,15
30,4,6,34,19
31,4,8,38,12
32,4,2,39,12
33,1,1,27,15
34,3,6,24,9
35,3,7,26,9
36,2,5,26,10
37,4,3,23,11
38,1,9,21,10
39,2,3,28,5
40,2,2,25,4
41,3,1,19,7
42,1,5,23,2
43,1,4,30,5
44,3,6,22,7
45,0,3,13,3
46,3,5,11,0
47,5,4,15,3
48,4,3,14,4
49,4,1,13,2
50,1,4,9,2
51,3,2,14,3
52,0,4,8,1
53,2,3,7,3
54,1,1,8,1
55,1,4,6,2
56,2,0,8,0
57,0,1,8,2
58,1,2,5,1
59,1,0,4,2
60,0,0,5,0
