"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,7,80,75
2,27,23,174,106
3,13,24,130,64
4,22,31,107,69
5,12,31,99,54
6,16,27,110,50
7,23,35,100,46
8,14,24,99,54
9,15,23,102,45
10,15,23,125,39
11,17,21,105,39
12,13,23,84,46
13,10,9,95,44
14,9,26,96,39
15,13,16,101,40
16,8,23,65,42
17,7,16,66,26
18,2,21,54,38
19,4,19,45,41
20,2,21,43,43
21,2,13,39,27
22,1,11,36,21
23,5,10,36,28
24,1,9,37,15
25,1,13,34,28
26,3,9,37,17
27,3,9,40,20
28,4,11,20,15
29,1,6,32,9
30,1,3,31,13
31,3,12,34,11
32,2,3,36,7
33,0,8,22,10
34,0,2,21,8
35,2,3,22,4
36,0,6,24,8
37,1,1,21,8
38,1,3,18,4
39,0,3,24,4
40,1,3,22,3
41,0,3,19,6
42,1,5,18,1
43,0,2,28,4
44,1,0,20,2
45,0,1,13,2
46,0,0,9,0
47,2,2,12,2
48,1,1,11,3
49,1,2,13,1
50,0,2,9,2
51,1,0,14,2
52,0,0,6,1
53,1,0,5,3
54,0,0,8,1
55,0,2,5,1
56,0,0,7,0
57,0,1,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
