"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,0,194,159
2,7,2,544,236
3,4,4,434,162
4,11,0,446,137
5,8,2,419,129
6,4,1,456,97
7,5,1,467,97
8,2,2,461,122
9,5,6,454,117
10,2,3,402,98
11,2,2,352,101
12,2,1,296,121
13,3,3,293,103
14,3,1,244,103
15,0,0,226,108
16,4,3,187,110
17,1,1,171,94
18,0,2,146,96
19,2,0,121,114
20,3,2,97,101
21,2,2,102,101
22,0,1,95,79
23,3,0,88,75
24,4,1,83,65
25,1,0,88,74
26,1,1,81,59
27,1,0,76,72
28,2,3,79,47
29,2,0,74,49
30,2,2,79,47
31,5,5,69,45
32,2,2,71,34
33,1,2,70,37
34,3,2,58,30
35,2,1,62,30
36,5,1,52,30
37,1,2,54,30
38,3,4,50,27
39,1,2,52,16
40,2,3,47,8
41,3,0,49,25
42,0,0,57,15
43,0,1,62,12
44,0,1,54,21
45,1,4,37,13
46,0,2,26,11
47,4,4,47,10
48,1,2,32,6
49,1,2,35,9
50,4,4,29,6
51,2,1,33,7
52,1,4,28,6
53,2,2,23,8
54,1,4,25,7
55,3,2,18,5
56,1,2,26,4
57,1,0,25,6
58,3,1,14,2
59,1,3,15,4
60,0,1,12,3
