"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,16,124,114
1,6,26,302,164
2,31,33,201,103
3,13,28,202,102
4,26,28,182,80
5,16,29,196,66
6,16,24,207,75
7,15,30,202,77
8,15,21,191,79
9,26,14,205,59
10,13,20,168,68
11,20,10,134,70
12,10,21,149,59
13,14,23,134,67
14,12,16,141,71
15,7,16,90,72
16,8,8,92,48
17,7,18,75,55
18,5,13,62,71
19,5,15,58,71
20,5,14,48,58
21,4,12,52,44
22,4,11,48,46
23,6,8,45,38
24,6,11,42,43
25,1,3,49,32
26,5,14,50,37
27,5,18,33,25
28,5,17,41,19
29,4,8,41,28
30,3,9,46,15
31,4,6,44,14
32,2,7,35,17
33,7,10,29,13
34,1,6,31,12
35,6,7,30,17
36,0,5,30,13
37,1,4,28,13
38,0,3,35,6
39,0,4,29,4
40,1,3,23,9
41,1,7,27,3
42,2,3,35,8
43,4,5,28,10
44,4,2,18,5
45,0,5,15,3
46,1,4,21,3
47,3,2,20,4
48,2,5,20,3
49,1,0,14,3
50,1,3,19,4
51,1,2,12,4
52,1,3,10,4
53,1,0,14,2
54,1,2,9,2
55,0,0,12,0
56,2,0,9,3
57,0,1,6,1
58,1,2,7,2
59,0,0,7,0
60,0,NA,NA,NA
