"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,7,129,113
1,5,23,336,171
2,27,22,216,110
3,17,24,219,111
4,23,20,192,85
5,16,26,205,68
6,14,23,225,76
7,17,21,216,85
8,15,24,211,81
9,23,20,215,59
10,13,23,185,75
11,11,26,140,71
12,13,16,161,62
13,12,15,141,69
14,12,8,149,74
15,11,20,96,75
16,8,10,96,50
17,8,11,79,60
18,3,14,67,75
19,6,6,64,77
20,1,9,51,60
21,5,11,55,51
22,4,4,50,46
23,9,13,48,41
24,4,13,42,49
25,5,9,54,37
26,2,9,53,38
27,3,5,35,28
28,6,7,43,26
29,5,7,41,30
30,7,8,48,16
31,2,6,47,16
32,4,4,39,17
33,5,8,32,14
34,0,3,36,13
35,5,7,30,18
36,0,2,30,16
37,3,8,29,14
38,1,7,36,8
39,0,12,29,4
40,3,3,24,11
41,3,5,28,4
42,5,2,39,8
43,4,4,31,11
44,3,6,18,5
45,1,4,17,4
46,4,2,23,3
47,2,3,21,4
48,3,0,23,3
49,3,1,14,3
50,2,0,21,4
51,1,0,12,4
52,1,3,12,4
53,1,1,15,2
54,2,3,10,2
55,1,2,14,1
56,2,3,9,3
57,3,1,6,1
58,1,1,7,2
59,0,0,7,0
60,0,NA,NA,NA
