"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,1,192,159
2,9,2,542,236
3,6,1,432,162
4,13,3,444,137
5,9,6,417,129
6,5,2,455,97
7,10,2,462,97
8,8,2,456,122
9,7,3,453,116
10,3,2,400,98
11,1,0,352,101
12,2,3,296,121
13,3,1,293,103
14,3,3,244,103
15,1,0,225,108
16,6,2,185,110
17,1,3,171,92
18,1,2,145,96
19,3,0,120,114
20,3,1,97,101
21,2,1,102,100
22,0,1,95,79
23,3,1,88,73
24,4,3,83,65
25,2,0,87,74
26,1,3,81,59
27,1,5,77,71
28,2,2,79,47
29,2,3,74,49
30,1,3,79,47
31,4,1,68,45
32,2,2,71,34
33,0,3,70,36
34,3,4,58,30
35,2,3,62,30
36,6,3,51,30
37,1,0,54,30
38,4,0,49,27
39,2,1,51,16
40,1,1,48,8
41,3,4,49,25
42,0,3,57,15
43,0,5,62,11
44,0,2,54,21
45,3,3,35,13
46,0,4,26,11
47,5,2,45,9
48,1,4,33,6
49,1,3,35,9
50,4,5,28,6
51,3,4,32,7
52,1,2,27,6
53,1,0,23,7
54,0,1,25,7
55,4,4,17,5
56,1,2,25,4
57,1,2,25,5
58,3,3,13,1
59,1,1,15,4
60,1,4,11,4
