"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,11,78,75
2,23,38,172,105
3,11,32,129,63
4,19,32,104,67
5,13,39,96,55
6,17,28,108,49
7,24,29,95,44
8,14,23,97,54
9,12,27,102,44
10,16,25,122,39
11,19,8,102,39
12,14,29,82,45
13,13,21,91,42
14,8,26,94,38
15,13,19,98,38
16,6,24,65,41
17,5,22,66,26
18,1,22,54,37
19,4,15,45,41
20,1,13,44,40
21,2,10,39,27
22,1,10,35,21
23,4,13,36,28
24,2,9,36,15
25,1,11,34,27
26,3,12,36,16
27,4,7,39,18
28,3,5,20,15
29,1,13,33,9
30,0,3,31,13
31,2,9,33,11
32,2,2,36,7
33,0,4,22,10
34,0,6,21,7
35,1,2,22,4
36,0,2,24,8
37,0,4,21,8
38,1,3,18,4
39,0,5,24,4
40,0,5,22,3
41,0,2,19,6
42,1,0,18,1
43,0,1,28,4
44,1,0,20,2
45,0,2,13,2
46,0,1,9,0
47,2,2,12,2
48,1,2,11,3
49,1,0,13,1
50,0,0,9,2
51,1,0,14,2
52,0,0,6,1
53,1,2,5,3
54,0,0,8,1
55,0,1,5,1
56,0,0,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,1,1,5,0
