"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,14,76,71
2,28,37,154,99
3,13,36,120,61
4,18,32,90,66
5,12,46,89,52
6,15,30,96,46
7,25,36,79,44
8,20,26,87,52
9,16,34,91,41
10,22,36,108,36
11,9,30,98,35
12,12,27,75,40
13,18,22,81,37
14,8,19,90,34
15,8,23,93,34
16,4,13,64,39
17,5,14,59,25
18,0,14,54,35
19,2,14,45,37
20,1,16,42,33
21,0,7,38,23
22,3,18,34,19
23,3,7,34,25
24,1,14,35,11
25,0,8,35,26
26,3,4,36,16
27,3,8,38,15
28,0,5,20,13
29,1,4,32,9
30,1,4,30,13
31,2,4,32,10
32,1,5,36,7
33,0,7,22,8
34,0,3,21,6
35,0,0,22,3
36,1,2,23,7
37,0,0,21,8
38,0,1,18,4
39,0,1,24,2
40,0,2,23,3
41,0,2,19,6
42,1,1,17,1
43,0,0,28,4
44,1,2,20,1
45,0,0,13,2
46,0,2,9,0
47,2,0,12,2
48,0,2,11,2
49,2,0,12,1
50,0,0,9,2
51,1,0,14,2
52,0,0,6,0
53,1,1,5,3
54,0,0,8,1
55,0,1,5,1
56,0,1,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
