"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,7,180,155
1,10,35,507,226
2,29,25,396,157
3,18,27,401,133
4,35,25,374,126
5,30,18,401,96
6,26,30,404,96
7,30,22,410,118
8,27,20,403,112
9,33,23,367,90
10,19,16,312,97
11,23,21,252,117
12,19,19,258,97
13,19,21,221,98
14,15,14,211,102
15,8,16,158,109
16,18,30,147,90
17,13,8,128,90
18,8,17,109,109
19,7,16,82,96
20,11,8,85,89
21,8,15,80,75
22,3,13,75,67
23,7,13,71,59
24,5,13,77,68
25,5,13,74,54
26,2,6,71,62
27,2,7,70,43
28,4,5,63,45
29,4,13,68,45
30,4,6,59,40
31,3,11,66,27
32,4,8,64,32
33,2,8,50,25
34,2,9,57,25
35,0,4,45,24
36,1,2,45,25
37,7,7,42,23
38,3,4,47,12
39,3,4,43,8
40,4,5,36,21
41,5,5,49,13
42,6,5,56,10
43,4,3,46,19
44,3,5,29,10
45,0,2,24,10
46,1,4,40,7
47,3,5,26,5
48,4,2,30,8
49,2,1,24,6
50,0,1,27,8
51,0,1,21,6
52,2,3,21,6
53,2,2,24,5
54,2,5,16,4
55,1,0,20,2
56,4,1,21,5
57,2,2,12,1
58,0,2,12,3
59,2,1,10,2
60,0,NA,NA,NA
